id,year,annual_inc,income_cat,loan_amount,recoveries
1048279,2011,37620,1,4000,0
986905,2011,158000,2,15000,0
1048064,2011,65000,1,35000,0
1048075,2011,55000,1,20000,0
1048215,2011,220000,3,24000,0
1048044,2011,25000,1,6500,0
1036762,2011,60000,1,19750,996.51
1048248,2011,80000,1,9000,0
1045354,2011,84000,1,14400,0
1048214,2011,280000,3,10000,0
1031182,2011,60000,1,35000,1812.59
1047612,2011,108000,2,24250,0
1048026,2011,300000,3,7800,0
1048015,2011,40000,1,16000,0
1047994,2011,30000,1,15000,0
1047982,2011,81000,1,24000,0
1038218,2011,75000,1,10000,0
1039359,2011,80000,1,12000,0
1048162,2011,20000,1,5500,0
1047970,2011,36000,1,4000,0
1047966,2011,51400,1,8000,0
1043020,2011,46000,1,25975,1207.34
1047743,2011,76000,1,25000,0
1046979,2011,70000,1,30000,0
1047952,2011,26004,1,13000,0
1045540,2011,96000,1,15200,0
1047935,2011,84855,1,16000,0
903197,2011,85000,1,10000,0
1047705,2011,57200,1,28100,0
1047711,2011,95000,1,15000,0
1047910,2011,48000,1,12000,0
1039372,2011,25000,1,6000,0
1044130,2011,80500,1,20000,0
1030910,2011,40000,1,5000,0
1036728,2011,90000,1,30000,0
1047667,2011,86400,1,8000,0
1047665,2011,78500,1,5000,0
1047082,2011,31200,1,15250,0
1047657,2011,80000,1,22000,0
1043775,2011,85000,1,21000,0
1047659,2011,55000,1,5000,0
1047652,2011,25899,1,6250,0
1047451,2011,120000,2,28000,0
1047832,2011,57000,1,6800,0
1046328,2011,86496,1,12000,0
1047534,2011,83000,1,20000,0
1047638,2011,97000,1,16800,0
1047644,2011,105000,2,30000,0
1047650,2011,52000,1,9000,0
1047813,2011,36000,1,5200,0
1047351,2011,42000,1,6000,0
1046334,2011,60000,1,15600,0
1040555,2011,52000,1,18000,0
1047629,2011,29000,1,11325,0
1043259,2011,53000,1,14000,0
937673,2011,42000,1,13975,0
1047779,2011,62004,1,24000,0
1036629,2011,48000,1,7000,0
1046245,2011,39996,1,6000,0
1042468,2011,52000,1,14000,0
1040436,2011,109000,2,13800,0
1047556,2011,57000,1,16000,0
1047368,2011,90000,1,24000,2406.82
1047606,2011,40000,1,18000,0
1047765,2011,220000,3,35000,0
1030533,2011,50000,1,12000,0
1047604,2011,36000,1,8000,340.15
1043970,2011,117000,2,25000,0
1047559,2011,12000,1,1000,0
1046561,2011,30000,1,5000,0
1047525,2011,75000,1,8500,0
1047564,2011,91663,1,22000,0
1047518,2011,45000,1,10000,0
1040942,2011,139200,2,6000,0
1047458,2011,90000,1,30000,0
1047511,2011,100000,1,16000,0
1046480,2011,106800,2,3000,0
1039974,2011,62000,1,16000,0
1047322,2011,125000,2,12000,404.82
1026253,2011,100000,1,35000,0
1047470,2011,31000,1,5000,0
1015821,2011,118000,2,13000,426.76
1046448,2011,83000,1,11200,0
1013090,2011,36048,1,12000,0
1044585,2011,50004,1,15000,1523.84
1047248,2011,220000,3,35000,1814.33
1047427,2011,54000,1,3200,0
1047409,2011,30000,1,6000,303.62
1038490,2011,20000,1,3100,0
1047402,2011,25000,1,5000,0
1031863,2011,80000,1,25000,0
1047260,2011,89000,1,5000,1261
1047256,2011,135000,2,8800,0
1041247,2011,55000,1,6000,0
1047217,2011,36888,1,12000,0
1044775,2011,48500,1,8000,0
1047145,2011,32000,1,10000,0
1047209,2011,90000,1,21000,0
1047143,2011,42000,1,3975,0
1045978,2011,41500,1,19075,1010.47
1047133,2011,61160,1,3000,0
1047124,2011,60000,1,5000,0
1040115,2011,102000,2,35000,0
1047168,2011,30000,1,10625,0
1046950,2011,50000,1,12000,0
1047080,2011,24300,1,9750,0
1032149,2011,50000,1,12000,0
1047075,2011,120000,2,21600,0
1046942,2011,26400,1,6000,0
1038943,2011,82000,1,25450,0
1047067,2011,45000,1,3575,0
1045375,2011,55000,1,12000,0
1046931,2011,30000,1,3000,0
1047061,2011,45000,1,7000,324.44
1039468,2011,60000,1,21000,0
1046905,2011,180000,2,25000,1243.4
1047031,2011,68000,1,12000,557.77
1047020,2011,92604,1,25000,0
1046890,2011,79200,1,6075,0
1047018,2011,43000,1,5000,0
1040467,2011,38004,1,10400,0
1046549,2011,42000,1,8000,0
1047002,2011,85000,1,11000,0
1046117,2011,86000,1,33600,0
1046854,2011,75000,1,12000,0
1045047,2011,90000,1,12000,0
1036307,2011,50000,1,11100,0
1046840,2011,61000,1,20000,0
1046255,2011,40000,1,3000,0
1046826,2011,37000,1,15075,694.34
1046749,2011,90000,1,15000,0
1046822,2011,80500,1,24000,0
1046809,2011,50000,1,8500,0
1046792,2011,120000,2,28000,2376.13
1039392,2011,62000,1,23000,0
1046712,2011,59000,1,5500,0
1046552,2011,67000,1,15000,825.77
623231,2011,142000,2,5000,180.84
1040347,2011,33000,1,8875,0
1046653,2011,30000,1,8000,293
1046531,2011,55000,1,4500,205.17
1046646,2011,135000,2,35000,0
1043550,2011,25000,1,10000,0
1043410,2011,50000,1,18650,0
1046530,2011,99000,1,16000,0
1046616,2011,105842,2,23700,0
1035978,2011,76800,1,6400,0
1046407,2011,33000,1,7000,0
1046604,2011,34000,1,3500,0
1043080,2011,65000,1,10200,0
1044522,2011,69600,1,12000,0
1033007,2011,35000,1,9000,231.33
1043274,2011,43000,1,4000,0
1023901,2011,85000,1,35000,22943.37
1034286,2011,120000,2,20000,0
1045293,2011,55000,1,5000,0
1046442,2011,40000,1,20000,1872.87
1046443,2011,71000,1,7200,0
1042802,2011,63000,1,5500,0
1046276,2011,30000,1,3000,0
1041857,2011,110000,2,20000,0
1046300,2011,40000,1,9000,0
1046371,2011,80000,1,9000,0
1046275,2011,34000,1,6000,0
1046380,2011,80000,1,4000,0
1046153,2011,72000,1,28200,0
1046382,2011,57250,1,21200,0
1046366,2011,168000,2,25000,0
1046247,2011,38000,1,12000,0
1014538,2011,95000,1,15000,0
1030260,2011,76788,1,17000,0
1029563,2011,59000,1,20000,0
1031634,2011,62000,1,5000,0
1042392,2011,24000,1,7700,0
1046227,2011,71000,1,14000,0
1046047,2011,40000,1,10000,0
1033253,2011,25000,1,6475,0
1046029,2011,65000,1,12000,1007
1043257,2011,37210,1,12600,0
1044595,2011,73000,1,15600,0
1046031,2011,110000,2,25000,0
1046181,2011,108060,2,14400,0
1043030,2011,250000,3,25000,0
1022862,2011,46521,1,25000,0
997934,2011,43000,1,18000,0
1045932,2011,57759,1,12000,0
1045996,2011,89000,1,4000,0
1045909,2011,90960,1,30000,0
1045315,2011,60000,1,27700,0
1045902,2011,90000,1,12000,0
1045970,2011,94800,1,10000,0
1045966,2011,120000,2,16000,1875.53
1045759,2011,100000,1,5000,0
1045885,2011,145000,2,25000,0
1045892,2011,19200,1,8000,0
1045795,2011,48000,1,17375,0
1045739,2011,15600,1,2500,0
1042203,2011,83000,1,15800,0
1045826,2011,70000,1,6000,0
1043408,2011,365000,3,35000,0
1045843,2011,59000,1,15000,0
1042384,2011,91000,1,18500,0
1045841,2011,550000,3,35000,0
1038832,2011,40000,1,6000,0
1045684,2011,62000,1,15000,0
1037682,2011,108000,2,4800,0
1045159,2011,55000,1,18000,0
1045560,2011,90000,1,20000,0
1045519,2011,96000,1,29000,0
1045554,2011,39500,1,14125,0
1045472,2011,36000,1,17625,0
1045515,2011,33000,1,5000,0
1045616,2011,70360,1,10000,0
1043564,2011,120000,2,10000,0
1045590,2011,47000,1,13200,0
1044701,2011,30000,1,2400,0
1045417,2011,57500,1,4000,0
1045584,2011,41053,1,12000,0
1045358,2011,85000,1,24000,29.9
1045477,2011,54996,1,4000,0
1045339,2011,48000,1,3200,428.75
1045458,2011,49151,1,14000,0
1040508,2011,80000,1,10000,469.7
1045468,2011,69000,1,15000,0
1037186,2011,98000,1,10000,0
1043332,2011,38000,1,1000,35.6
1037627,2011,56000,1,10075,0
1044661,2011,65000,1,19400,2008.24
1044206,2011,73000,1,22400,0
1045284,2011,50000,1,20000,0
1045409,2011,325000,3,35000,0
1045042,2011,75000,1,25000,0
1045291,2011,150000,2,27000,0
978527,2011,105000,2,35000,0
1042294,2011,80000,1,15000,0
1043785,2011,75000,1,30000,0
1040196,2011,63000,1,22000,723.12
1045232,2011,125000,2,21000,0
1040409,2011,45000,1,22500,0
1045106,2011,45000,1,5000,0
1045108,2011,54000,1,9600,0
1045100,2011,33000,1,12000,0
1045198,2011,58947,1,4500,0
1045091,2011,68000,1,3000,0
1033625,2011,55000,1,16100,0
1045054,2011,59801,1,18200,0
1045045,2011,100000,1,35000,14170.08
1044958,2011,55000,1,15000,0
1044959,2011,98280,1,10000,0
1045043,2011,47000,1,8500,0
1045034,2011,49000,1,1800,0
1041954,2011,45000,1,14000,0
1044994,2011,59100,1,3000,13.75
1044872,2011,95000,1,17200,0
1044982,2011,45000,1,6000,0
1041749,2011,72000,1,16675,0
1044761,2011,75000,1,4000,0
1044864,2011,59000,1,5250,0
1044826,2011,33840,1,2500,0
1044665,2011,27000,1,12875,0
1044657,2011,48000,1,7000,0
1044801,2011,92700,1,1500,0
1044615,2011,36000,1,5300,0
1044543,2011,63996,1,12250,0
1038768,2011,22088,1,4200,0
1044605,2011,57000,1,2400,0
1044511,2011,54257,1,24250,0
1043457,2011,42000,1,12000,0
1044537,2011,44959,1,10000,0
1042702,2011,92000,1,22000,0
1044514,2011,60000,1,20000,0
1044347,2011,36000,1,7800,0
1044500,2011,100000,1,32000,0
1044512,2011,52000,1,22950,0
1044336,2011,14400,1,1000,32.21
1040934,2011,11340,1,1950,0
1044323,2011,37000,1,4650,0
1044499,2011,136500,2,20000,0
1044495,2011,200000,2,12000,0
1044300,2011,26000,1,9450,0
1044298,2011,30000,1,16000,0
1044226,2011,42856,1,16000,0
1044459,2011,24500,1,4800,0
1044462,2011,95000,1,5000,0
1044266,2011,25000,1,7100,0
1044444,2011,30000,1,6000,0
1044439,2011,84500,1,9000,0
1044248,2011,48879,1,5000,0
1044441,2011,60000,1,10000,0
1016799,2011,50000,1,25000,0
1044415,2011,60000,1,15000,1483.23
1044372,2011,55000,1,15000,0
1044207,2011,36000,1,8400,0
1044201,2011,150000,2,25000,0
1031770,2011,29000,1,6000,0
1044366,2011,53000,1,6000,0
1044374,2011,33600,1,2500,0
1044156,2011,80000,1,12000,0
1044183,2011,63000,1,1500,0
1044140,2011,42816,1,8000,273.38
1044134,2011,180000,2,24000,0
1044133,2011,105000,2,7200,0
1041602,2011,95000,1,4400,0
1044119,2011,120000,2,23000,0
1043922,2011,70000,1,2000,0
1044083,2011,80000,1,12000,0
1044073,2011,56000,1,17000,0
1044077,2011,45000,1,3000,0
1043899,2011,200000,2,15000,0
952346,2011,72000,1,28625,2753.03
1044042,2011,43000,1,14000,0
1042228,2011,70000,1,10200,0
1041120,2011,85000,1,24000,0
1034765,2011,56000,1,10250,0
1043852,2011,42600,1,6100,0
1036033,2011,30000,1,5800,305.03
1043814,2011,130000,2,24000,0
1027201,2011,54000,1,6000,0
1007963,2011,17280,1,1000,37.13
1043742,2011,58195,1,11000,0
1043714,2011,32000,1,9000,0
1043511,2011,20000,1,3000,0
1043703,2011,14400,1,2000,0
1031255,2011,35000,1,12500,15.41
1034530,2011,72000,1,13000,0
1013065,2011,96000,1,21000,0
1043636,2011,26400,1,15000,0
1043428,2011,104371,2,15000,0
1043394,2011,26000,1,5000,0
1042617,2011,45000,1,10000,0
1043347,2011,102000,2,30000,0
1043300,2011,85000,1,12000,0
1043085,2011,37245,1,7200,0
1043299,2011,90000,1,20000,0
1039551,2011,54960,1,5500,0
1039029,2011,37794,1,17625,0
1042657,2011,49960,1,25000,2144.25
1042101,2011,83496,1,29100,0
1042483,2011,19000,1,8325,0
1043264,2011,55900,1,7000,16.49
1043241,2011,40000,1,10500,0
1043012,2011,35000,1,17000,800.42
1043187,2011,80000,1,5000,0
1043202,2011,170000,2,25000,0
1042980,2011,60000,1,18000,0
1043174,2011,62000,1,2000,0
1040232,2011,98480,1,2500,0
1035385,2011,35000,1,10000,0
1042746,2011,55000,1,15600,40.84
1042095,2011,92000,1,6000,0
1043163,2011,26000,1,4500,0
1042948,2011,92001,1,21600,1593.36
1042944,2011,55000,1,5500,0
1042935,2011,23000,1,4850,0
1042915,2011,35000,1,10000,375.68
1042914,2011,38000,1,15000,0
1042891,2011,47000,1,7000,0
1042690,2011,80000,1,25000,0
1042857,2011,45000,1,10000,0
1042852,2011,110000,2,25000,0
1042844,2011,45000,1,9425,0
1042366,2011,20000,1,5500,0
1042630,2011,55200,1,6400,396.18
1042606,2011,43200,1,13500,0
1042768,2011,80004,1,10000,0
1042610,2011,55097,1,30000,0
1042771,2011,80000,1,18000,641.84
1041001,2011,35000,1,8575,0
1042544,2011,42000,1,18000,0
1042541,2011,36000,1,18000,0
1042579,2011,55000,1,25000,2377.03
1042314,2011,58000,1,15000,0
1042500,2011,30000,1,3000,0
1041689,2011,189996,2,30000,0
1042430,2011,50000,1,3600,0
1039321,2011,42336,1,9600,0
1033609,2011,24000,1,4500,0
1042405,2011,130000,2,5000,0
1042402,2011,96000,1,35000,0
980339,2011,76500,1,19500,0
1042053,2011,33600,1,4200,0
999353,2011,37200,1,10000,0
1042250,2011,48000,1,5250,0
1042253,2011,22668,1,3000,0
1042239,2011,65000,1,11000,0
1040205,2011,200000,2,24000,0
1042157,2011,30972,1,2000,142.4
1040112,2011,112800,2,35000,0
1041447,2011,60000,1,12700,0
1033824,2011,85000,1,20000,0
1042138,2011,83000,1,7000,0
872910,2011,52000,1,12000,0
1042198,2011,60000,1,5000,0
1042195,2011,72000,1,6600,706.63
1042083,2011,180000,2,18000,0
1042059,2011,52800,1,25475,0
1042060,2011,56000,1,22250,1264.67
1033121,2011,45000,1,11000,0
1042046,2011,36000,1,8000,0
1041805,2011,52000,1,6000,0
1042047,2011,52000,1,10000,0
1041933,2011,125000,2,24000,1741.33
1041887,2011,80000,1,23000,0
1041975,2011,68000,1,12000,0
1040864,2011,63000,1,18000,0
1041757,2011,48000,1,20000,0
1041856,2011,31500,1,14850,0
1041844,2011,65000,1,15000,1481.45
1041716,2011,87504,1,12650,0
1040151,2011,58000,1,17500,0
1041823,2011,53000,1,21000,0
1041683,2011,115000,2,15000,0
1041816,2011,41000,1,15000,0
1041813,2011,35000,1,9500,0
1039975,2011,49920,1,13000,0
1041802,2011,57500,1,12000,0
1041781,2011,80000,1,8000,0
1041645,2011,21996,1,6400,0
1041776,2011,60000,1,10000,0
1041637,2011,55000,1,12000,0
1039971,2011,25000,1,4125,0
1041622,2011,75000,1,7000,0
1041619,2011,37000,1,6000,0
1041546,2011,30000,1,14300,0
1041534,2011,115000,2,33000,1146.75
1041523,2011,43000,1,17625,0
1041503,2011,59000,1,6000,0
1041507,2011,40000,1,10000,573.9
1041567,2011,80000,1,1500,0
1041490,2011,31500,1,13200,0
1041332,2011,68000,1,25000,0
1041357,2011,24000,1,6000,0
1041333,2011,28800,1,5150,0
1041316,2011,45500,1,5000,0
1041437,2011,54000,1,21625,0
1041438,2011,50000,1,18000,688.2
1041285,2011,84000,1,5000,0
1041284,2011,49152,1,3000,0
1038354,2011,38400,1,7500,0
1040932,2011,75000,1,5000,0
1037138,2011,60000,1,15000,0
1041378,2011,42000,1,12000,0
1041157,2011,31500,1,14000,0
1041364,2011,64000,1,10200,0
1039148,2011,68124,1,14000,0
1036062,2011,48000,1,15000,0
1041149,2011,24000,1,2700,0
1037389,2011,55000,1,16000,0
1041201,2011,85500,1,18000,0
1041115,2011,57000,1,12000,0
1041173,2011,40000,1,7500,502.56
1041101,2011,90000,1,1800,0
1031937,2011,120000,2,12000,0
1040959,2011,108000,2,8000,414.04
1039833,2011,21000,1,6250,0
1040921,2011,108000,2,11000,0
1038455,2011,75000,1,20000,0
1037687,2011,41600,1,20000,2074.88
1040902,2011,22300,1,3775,0
1038914,2011,110000,2,6000,0
1040889,2011,42000,1,15000,0
1035141,2011,42000,1,16750,0
1041025,2011,90000,1,7750,0
1040872,2011,65000,1,7000,0
1040879,2011,88000,1,9800,0
1040865,2011,90000,1,25000,0
1040854,2011,32994,1,4000,243.86
1040965,2011,80000,1,13200,0
1040840,2011,50000,1,12000,0
1040822,2011,54480,1,21575,0
1040748,2011,66000,1,3300,0
1040635,2011,112000,2,5400,0
1038123,2011,85000,1,12000,0
1039027,2011,45200,1,16000,0
1040729,2011,53000,1,16250,708.5
1037410,2011,60000,1,12000,0
1030791,2011,82000,1,6000,0
1030666,2011,50000,1,10000,0
1025487,2011,80000,1,20000,0
1040716,2011,35000,1,12000,0
1033097,2011,40000,1,13200,0
1040710,2011,32000,1,11625,0
1040295,2011,100000,1,15000,0
1010594,2011,60000,1,18000,0
1040538,2011,30000,1,8300,251.25
1040671,2011,22776,1,7000,171.36
1040531,2011,50000,1,7000,0
1040679,2011,175000,2,35000,1677.93
1040663,2011,42000,1,18000,841.98
1040640,2011,45000,1,10800,0
1040649,2011,58000,1,20000,0
1036826,2011,36000,1,10000,0
1040577,2011,82570,1,18000,0
1038861,2011,60000,1,10000,0
1040481,2011,49000,1,7200,0
1025315,2011,21600,1,5000,0
1037108,2011,60000,1,25000,0
1040470,2011,50400,1,8375,0
1040421,2011,100000,1,30000,0
1039174,2011,48000,1,19075,0
1040440,2011,29000,1,1200,0
1031152,2011,70666,1,15000,0
1040578,2011,75500,1,3000,0
1038627,2011,85602,1,35000,10.63
1040586,2011,67200,1,8000,0
879754,2011,117996,2,16000,0
1040574,2011,39870,1,10000,0
1039015,2011,60000,1,27050,0
1040399,2011,35000,1,8000,0
1039102,2011,48000,1,7500,0
1036067,2011,105000,2,12000,0
1040564,2011,27120,1,8500,0
1033722,2011,54000,1,12000,649.28
1040121,2011,60000,1,10000,0
1037142,2011,57960,1,15000,0
1040382,2011,40000,1,15000,0
1040144,2011,77000,1,10000,0
1040391,2011,150000,2,35000,0
1040142,2011,75000,1,12000,0
1035283,2011,76520,1,35000,0
1040373,2011,80000,1,6800,0
1038737,2011,171600,2,30000,0
1040361,2011,45204,1,12000,0
1031022,2011,52000,1,18725,0
1037203,2011,40000,1,13000,0
1040340,2011,170000,2,18000,0
1040330,2011,62400,1,12000,0
1039496,2011,33000,1,16500,0
1040236,2011,45000,1,8000,0
1039811,2011,137000,2,35000,0
1040095,2011,52000,1,18000,0
1038285,2011,60000,1,20000,0
1040309,2011,350000,3,12000,0
1040070,2011,74000,1,12000,0
1009106,2011,74000,1,1000,0
1040276,2011,72000,1,20000,0
1040262,2011,48000,1,24000,0
1040234,2011,54000,1,15000,0
1040256,2011,34000,1,12000,0
1040037,2011,50000,1,17000,0
1040032,2011,77000,1,12000,0
1035363,2011,165000,2,20000,0
1040029,2011,100450,2,24000,0
1033851,2011,47000,1,7500,0
1040028,2011,48000,1,20000,0
1038341,2011,130500,2,7000,0
1039773,2011,99000,1,12800,0
1037702,2011,50000,1,3000,0
1040000,2011,65000,1,10000,0
1033437,2011,65508,1,8400,0
1038126,2011,53481,1,15000,0
1040199,2011,80000,1,30000,0
1031489,2011,109000,2,12000,0
1040170,2011,75000,1,11125,0
1039965,2011,40000,1,20000,0
1023014,2011,26000,1,3525,0
1039688,2011,64000,1,3000,0
1039887,2011,170000,2,19800,0
1039671,2011,40000,1,10000,0
1038322,2011,101000,2,5000,0
1039669,2011,105000,2,3000,0
1039609,2011,50000,1,11200,0
1038009,2011,60000,1,4800,0
1039868,2011,37500,1,6000,0
1039849,2011,39000,1,3500,0
1036356,2011,55000,1,13350,0
1039802,2011,33800,1,15000,0
1039836,2011,40000,1,20000,0
906464,2011,84000,1,25000,0
1039635,2011,49000,1,5600,0
1039627,2011,50400,1,25000,0
1030884,2011,50000,1,16000,0
1001818,2011,75000,1,24000,0
1039790,2011,67000,1,14000,0
1039299,2011,13288,1,2400,0
1039586,2011,57000,1,11500,0
1039581,2011,60000,1,2100,0
1039555,2011,75000,1,6000,0
1038342,2011,65500,1,14000,0
1036828,2011,45000,1,12800,0
1039330,2011,42000,1,8000,405.41
1039327,2011,50000,1,12400,0
1039521,2011,89000,1,15000,0
1039410,2011,60000,1,7200,0
1039318,2011,72000,1,8000,0
1039507,2011,30000,1,10000,0
1039279,2011,60000,1,21200,732.27
1039489,2011,75000,1,9300,0
1039478,2011,43000,1,21500,0
1039477,2011,55000,1,15000,0
1039464,2011,68000,1,30000,0
1039243,2011,54000,1,19125,0
1038274,2011,60000,1,17000,0
1034116,2011,80000,1,20000,0
1039247,2011,58000,1,5000,0
1037870,2011,35000,1,5000,0
1039261,2011,40000,1,3800,0
1039258,2011,37513,1,5000,0
1039253,2011,58000,1,29000,0
1033003,2011,100000,1,14000,0
1038061,2011,75000,1,12000,0
1039406,2011,80000,1,23000,0
1038931,2011,62000,1,14000,0
1039178,2011,26000,1,5000,0
1033747,2011,54000,1,2500,0
1033602,2011,46000,1,12000,0
1036901,2011,36636,1,5000,0
1034721,2011,96000,1,19800,0
1038918,2011,75000,1,22000,0
1033880,2011,45000,1,15000,0
1038907,2011,114000,2,7200,14.03
1038900,2011,100000,1,10000,0
1039098,2011,108000,2,8000,0
1033867,2011,46000,1,4800,0
1038453,2011,62000,1,5000,0
1038878,2011,52000,1,10000,0
1038889,2011,60000,1,15000,0
1038875,2011,60000,1,25000,0
1038868,2011,86923,1,25000,0
1038103,2011,62400,1,31000,0
1038980,2011,60000,1,12000,0
1023701,2011,91000,1,10000,0
1039010,2011,63000,1,20000,0
1038984,2011,82000,1,20000,0
1038475,2011,71040,1,21000,1049.06
1039020,2011,31500,1,8000,0
1038761,2011,63000,1,15500,0
1038970,2011,28800,1,5575,0
1026743,2011,68000,1,30000,0
1032033,2011,60000,1,10000,0
1038750,2011,40000,1,20000,0
1038683,2011,42000,1,10000,0
1037971,2011,42000,1,12000,0
1038741,2011,55560,1,1450,0
1037261,2011,75000,1,30000,0
1038738,2011,75000,1,12900,0
1001264,2011,95000,1,24000,0
1038542,2011,27600,1,2000,0
1038713,2011,84000,1,22000,0
1030660,2011,70000,1,7000,0
1038701,2011,92000,1,10000,0
1038518,2011,60000,1,25000,0
1028642,2011,26400,1,7750,361.64
1038680,2011,90000,1,20000,0
1038510,2011,152004,2,29100,0
1038500,2011,30000,1,12000,0
1037538,2011,102000,2,10150,0
1038672,2011,47000,1,3800,0
1038479,2011,55000,1,10000,0
1038642,2011,57000,1,7000,0
1017720,2011,80000,1,15000,0
1038481,2011,150000,2,10000,0
1038484,2011,50000,1,22000,0
1038617,2011,50000,1,18825,1793.33
1038476,2011,80000,1,10000,16.75
1038362,2011,65000,1,20000,0
1038639,2011,87000,1,8000,0
1038651,2011,88000,1,12000,0
1038609,2011,52008,1,20450,999.74
956756,2011,40000,1,12000,385.5
1033819,2011,56400,1,7000,0
1038447,2011,103000,2,24000,0
1038434,2011,125004,2,24000,0
1038602,2011,36475,1,7000,227.3
1038607,2011,78413,1,17500,0
1037402,2011,44000,1,6400,0
1038022,2011,62000,1,15000,0
1038336,2011,33000,1,13000,0
1038566,2011,63000,1,18000,0
1038180,2011,65000,1,8000,0
1009991,2011,48000,1,7800,0
1038158,2011,53000,1,15000,0
1038330,2011,60000,1,23600,0
1038314,2011,95000,1,15000,0
1036857,2011,86779,1,24000,1157.55
1034800,2011,48000,1,23500,0
1034920,2011,83500,1,35000,0
1038320,2011,44400,1,2100,0
1038147,2011,40000,1,16600,0
1038101,2011,102000,2,18000,0
1038284,2011,60000,1,16000,0
1038275,2011,37500,1,12000,0
1038273,2011,75000,1,18000,0
1038105,2011,50000,1,10800,0
1036486,2011,47840,1,15000,0
1038098,2011,40000,1,7100,0
1038094,2011,80000,1,10000,0
1038090,2011,51000,1,6000,0
1038253,2011,65000,1,10400,0
1038074,2011,25056,1,2000,0
1036032,2011,75000,1,8000,0
1038226,2011,40000,1,10000,0
1038230,2011,83000,1,12000,0
1038060,2011,61000,1,16000,0
1038229,2011,200000,2,35000,0
1038223,2011,42000,1,4500,0
1038222,2011,80000,1,12000,0
1038041,2011,120000,2,20000,0
1038012,2011,45000,1,10000,0
1038010,2011,48000,1,20000,0
1038001,2011,80000,1,28000,0
1037993,2011,90000,1,4000,0
1037964,2011,75000,1,12000,0
1037956,2011,98000,1,12000,0
1037951,2011,118560,2,20000,0
1037882,2011,72000,1,8000,0
1037889,2011,140000,2,35000,0
1037880,2011,120000,2,20000,0
1037891,2011,77000,1,20000,0
1037841,2011,60000,1,3500,0
1037730,2011,36000,1,5000,243.21
1037873,2011,60000,1,1300,43.19
1036474,2011,45000,1,7500,0
1037683,2011,117000,2,7800,0
1037844,2011,25000,1,6925,0
1037470,2011,80000,1,12800,0
1037646,2011,48000,1,15000,723.6
1037793,2011,40800,1,8000,0
1037813,2011,18000,1,5375,0
1037640,2011,42500,1,2500,0
1037801,2011,45000,1,17625,0
1037812,2011,66000,1,6000,0
1037805,2011,24000,1,7100,0
1037608,2011,110000,2,20000,0
1036416,2011,90000,1,2800,0
1037188,2011,158000,2,14000,0
1037763,2011,32000,1,12000,0
1037540,2011,24947,1,6625,0
1037546,2011,40000,1,14675,0
1037354,2011,74000,1,15000,0
1034681,2011,70000,1,12000,0
1035024,2011,44100,1,13000,0
1035030,2011,55000,1,12000,0
1037304,2011,35000,1,10000,0
1037492,2011,83954,1,11550,0
1037313,2011,100000,1,6000,0
965286,2011,248000,3,35000,0
1037462,2011,160000,2,9000,0
1037419,2011,35000,1,12000,0
1037268,2011,82000,1,28000,0
1037258,2011,43000,1,17400,0
1037260,2011,73000,1,13000,0
1037404,2011,30000,1,14000,0
1037251,2011,37000,1,17000,0
1032220,2011,30000,1,6000,0
1037375,2011,65000,1,20000,0
1037231,2011,36000,1,1100,0
1036925,2011,75000,1,10000,0
1037197,2011,54008,1,7000,0
1037371,2011,85000,1,14000,0
1037146,2011,54000,1,5000,0
1037135,2011,84000,1,8500,0
940393,2011,66500,1,19750,0
1017500,2011,53004,1,21000,0
1036945,2011,50000,1,15000,20.55
1036916,2011,71151,1,12000,0
1036941,2011,125000,2,9000,0
1034139,2011,180000,2,18000,0
1036932,2011,300000,3,10000,0
1036928,2011,35000,1,7000,0
1036923,2011,63000,1,8000,0
1037033,2011,72000,1,26000,2936.45
1034295,2011,64936,1,28000,0
1036749,2011,98000,1,35000,3333.57
1035664,2011,25000,1,5500,538.24
1015002,2011,105000,2,14400,0
1037038,2011,44000,1,10000,0
1037026,2011,76000,1,28000,574.17
1037046,2011,24000,1,5000,0
1031409,2011,57000,1,20000,0
1037010,2011,45000,1,7000,0
1037004,2011,72000,1,10000,0
1036818,2011,44000,1,10000,0
1036813,2011,60000,1,10000,16.12
1036827,2011,65000,1,20000,0
1036769,2011,65000,1,6000,0
1034265,2011,65000,1,16000,0
1036962,2011,125000,2,3400,0
1036752,2011,22500,1,6000,0
1036774,2011,47000,1,7000,0
1036766,2011,52000,1,12000,0
1035085,2011,25000,1,7875,0
1025417,2011,109992,2,21000,0
1036508,2011,78301,1,17000,0
1031692,2011,54516,1,6000,0
1036551,2011,43000,1,9500,0
1031422,2011,72000,1,16000,0
1036674,2011,65000,1,35000,2995.86
1031328,2011,20400,1,1200,33.53
1036707,2011,86124,1,20000,676.84
1035592,2011,24000,1,5000,164.82
1036700,2011,32000,1,5400,0
1036680,2011,36500,1,12000,1255.96
1036676,2011,38000,1,12775,0
1029411,2011,21600,1,5000,0
1036511,2011,41500,1,15000,0
1036681,2011,75000,1,15600,0
1036113,2011,67518,1,5050,0
1036434,2011,34500,1,12000,0
1036484,2011,120000,2,24000,0
1026558,2011,54600,1,25000,0
1036481,2011,72000,1,12000,0
1036604,2011,70000,1,10000,0
1036475,2011,46000,1,2400,0
1036407,2011,25000,1,5825,0
1036448,2011,65000,1,20000,0
1036584,2011,47000,1,16000,0
1036593,2011,25632,1,1500,0
1036257,2011,50000,1,12500,0
1036603,2011,70000,1,12000,0
